T	WV	WK	BZ	SPR	WBER  	 ABG.   	UNG.   	SPOE   	OEVP   	FPOE   	LIF    	GRUE   	Sonstige	Typ 	Jahr
4	1	16	16	49	600	335	3	162	19	115	11	16	9		
4	1	16	16	50	532	359	6	151	44	127	10	14	7		
4	1	16	16	51	535	344	4	172	13	128	10	13	4		
4	1	16	16	52	653	423	10	217	24	135	8	17	12		
4	1	16	16	53	580	363	13	100	49	184	7	7	3		
4	1	16	16	54	444	301	5	149	21	101	1	15	9		
4	1	16	16	55	596	373	13	149	49	112	24	24	2		
4	1	16	16	56	646	407	12	156	47	133	24	23	12		
4	1	16	16	57	521	326	5	118	49	82	18	43	11		
4	1	16	16	58	636	434	17	162	42	138	27	43	5		
4	1	16	16	59	543	310	6	119	27	113	12	29	4		
4	1	16	16	60	546	338	10	120	38	99	26	39	6		
4	1	16	16	61	506	341	11	130	43	85	18	45	9		
4	1	16	16	62	430	260	5	99	21	76	21	30	8		
4	1	16	16	63	454	313	6	84	82	88	27	20	6		
4	1	16	16	64	412	242	7	68	36	91	9	22	9		
4	1	16	16	65	642	429	5	164	58	126	29	39	8		
4	1	16	16	66	511	305	8	116	41	81	20	34	5		
4	1	16	16	67	522	360	7	113	60	119	27	29	5		
4	1	16	16	68	527	365	11	160	29	115	14	27	9		
4	1	16	16	69	359	245	5	135	11	76	6	9	3		
4	1	16	16	70	459	288	7	163	16	77	8	11	6		
4	1	16	16	71	389	269	9	147	13	82	8	9	1		
4	1	16	16	72	540	411	11	146	44	128	43	35	4		
4	1	16	16	73	560	356	7	217	20	89	9	11	3		
4	1	16	16	74	580	425	9	229	47	87	17	28	8		
4	1	16	16	75	461	291	3	98	42	112	15	11	10		
4	1	16	16	76	509	344	7	104	44	142	15	26	6		
4	1	16	16	77	564	373	7	164	46	117	14	18	7		
4	1	16	16	78	464	318	20	135	39	81	15	25	3		
4	1	16	16	79	362	237	9	96	31	76	5	16	4		
4	1	16	16	80	491	303	13	102	43	92	24	24	5		
4	1	16	16	81	507	336	9	139	39	90	20	30	9		
4	1	16	16	82	503	326	11	121	43	114	20	14	3		
4	1	16	16	83	416	261	4	96	27	92	19	19	4		
4	1	16	16	84	342	234	6	95	30	70	11	16	6		
4	1	16	16	85	584	401	12	164	69	111	18	20	7		
4	1	16	16	86	504	305	5	146	30	78	14	22	10		
4	1	16	16	87	606	398	10	146	44	146	23	20	9		
4	1	16	16	88	392	242	6	109	25	74	15	9	4		
4	1	16	16	89	507	352	13	94	66	115	24	36	4		
4	1	16	16	90	640	358	1	146	53	102	23	28	5		
4	1	16	16	91	559	328	5	119	42	93	24	42	3		
4	1	16	16	92	517	340	5	126	45	102	31	24	7		
4	1	16	16	93	373	265	9	91	52	67	23	20	3		
4	1	16	16	94	449	294	7	120	47	66	20	27	7		
4	1	16	16	95	412	232	4	123	19	58	7	15	6		
4	1	16	16	96	402	277	6	125	28	81	15	19	3		
4	1	16	16	97	548	374	12	185	34	109	9	18	7		
4	1	16	16	98	517	372	9	201	23	111	6	19	3		
4	1	16	16	99	553	360	15	183	11	113	17	15	6		
4	1	16	16	100	455	299	9	155	11	89	8	14	13		
4	1	16	16	101	623	461	9	253	24	116	32	22	5		
4	1	16	16	102	511	375	7	229	23	87	12	13	4		
4	1	16	16	103	649	495	9	117	125	132	56	47	9		
4	1	16	16	104	604	457	15	172	73	97	52	39	9		
4	1	16	16	105	588	447	9	149	109	117	32	30	1		
4	1	16	16	106	603	483	22	268	50	114	10	14	5		
4	1	16	16	107	132	55	3	25	3	16	5	3	0		
4	1	16	16	108	577	409	12	142	53	128	33	34	7		
4	1	16	16	109	479	390	14	147	70	93	30	32	4		
4	1	16	16	110	632	457	11	232	33	116	34	21	10		
4	1	16	16	111	488	337	9	186	19	82	16	14	11		
4	1	16	16	112	703	529	15	106	162	153	43	40	10		
4	1	16	16	113	672	515	10	121	172	107	50	54	1		
4	1	16	16	114	622	443	13	119	130	87	40	52	2		
4	1	16	16	115	747	573	11	239	102	111	47	58	5		
4	1	16	16	116	529	404	8	180	45	101	38	31	1		
4	1	16	16	117	284	200	1	81	18	42	26	28	4		
4	1	16	16	118	0	19	1	13	2	2	0	1	0		
4	1	16	16	119	0	16	0	10	2	4	0	0	0		
4	1	16	16	120	0	0	0	0	0	0	0	0	0		
4	1	16	16	121	0	0	0	0	0	0	0	0	0		
4	1	16	16	122	0	17	3	8	2	2	1	1	0		
4	1	17	17	0	0	614	25	189	118	136	49	78	19		
4	1	17	17	1	784	458	21	137	71	159	18	37	15		
4	1	17	17	2	906	505	9	119	115	153	51	43	15		
4	1	17	17	3	570	338	5	94	57	110	29	36	7		
4	1	17	17	4	709	455	9	123	61	151	31	66	14		
4	1	17	17	5	611	394	5	126	67	124	19	40	13		
4	1	17	17	6	801	482	16	136	89	136	35	60	10		
4	1	17	17	7	791	467	9	122	63	149	47	70	7		
4	1	17	17	8	955	632	6	172	119	216	37	66	16		
4	1	17	17	9	884	603	11	223	95	146	64	51	13		
4	1	17	17	10	771	504	10	136	109	148	32	57	12		
4	1	17	17	11	804	533	10	218	68	151	36	43	7		
4	1	17	17	12	790	502	12	243	37	147	27	31	5		
4	1	17	17	13	724	480	13	215	50	115	32	39	16		
4	1	17	17	14	836	541	7	166	87	158	42	58	23		
4	1	17	17	15	637	431	4	136	90	120	31	41	9		
4	1	17	17	16	636	419	10	128	84	126	20	41	10		
4	1	17	17	17	839	538	18	173	81	161	39	54	12		
4	1	17	17	18	565	345	5	95	58	115	24	38	10		
4	1	17	17	19	621	403	12	163	46	130	17	29	6		
4	1	17	17	20	748	440	12	123	67	152	33	42	11		
4	1	17	17	21	896	586	13	184	99	164	39	77	10		
4	1	17	17	22	827	503	10	174	84	139	35	49	12		
4	1	17	17	23	812	537	19	193	75	156	34	52	8		
4	1	17	17	24	516	359	11	185	39	79	15	24	6		
4	1	17	17	25	693	446	16	183	70	115	25	29	8		
4	1	17	17	26	497	322	1	117	38	104	25	32	5		
4	1	17	17	27	578	355	9	149	52	91	17	30	7		
4	1	17	17	28	841	505	11	161	75	163	39	43	13		
4	1	17	17	29	933	647	6	193	148	168	49	68	15		
4	1	17	17	30	840	534	19	184	95	132	40	48	16		
4	1	17	17	31	473	354	12	177	9	122	15	16	3		
4	1	17	17	32	867	567	17	240	56	158	35	39	22		
4	1	17	17	33	829	538	8	134	108	168	42	61	17		
4	1	17	17	34	570	379	9	190	30	102	19	24	5		
4	1	17	17	35	795	616	29	214	184	108	41	29	11		
4	1	17	17	36	872	609	21	214	104	160	45	47	18		
4	1	17	17	37	984	683	16	214	143	173	63	57	17		
4	1	17	17	38	917	637	10	185	132	165	60	68	17		
4	1	17	17	39	711	514	5	126	140	110	59	62	12		
4	1	17	17	40	569	443	7	132	100	117	33	39	15		
4	1	17	17	41	624	450	12	65	179	102	33	45	14		
4	1	17	17	42	844	610	16	175	165	150	46	46	12		
4	1	17	17	43	894	618	15	172	163	139	57	63	9		
4	1	17	17	44	671	486	10	101	133	130	47	52	13		
4	1	17	17	45	0	0	0	0	0	0	0	0	0		
4	1	17	17	46	0	0	0	0	0	0	0	0	0		
4	1	18	18	0	0	725	23	164	195	109	95	124	15		
4	1	18	18	1	651	377	8	115	76	92	34	39	13		
4	1	18	18	2	682	441	9	137	80	98	36	67	14		
4	1	18	18	3	782	485	7	144	103	115	34	69	13		
4	1	18	18	4	753	469	10	110	114	134	34	53	14		
4	1	18	18	5	611	352	7	121	62	68	35	46	13		
4	1	18	18	6	720	445	19	131	98	85	50	53	9		
4	1	18	18	7	542	339	10	111	85	61	23	42	7		
4	1	18	18	8	833	271	5	81	78	47	19	34	7		
4	1	18	18	9	500	292	11	115	44	58	23	38	3		
4	1	18	18	10	549	388	4	101	86	103	23	58	13		
4	1	18	18	11	522	368	2	82	94	81	38	62	9		
4	1	18	18	12	537	365	5	79	113	72	28	57	11		
4	1	18	18	13	588	358	3	100	108	73	20	45	9		
4	1	18	18	14	710	581	16	179	178	111	35	52	10		
4	1	18	18	15	700	389	8	108	88	87	34	52	12		
4	1	18	18	16	793	495	5	116	118	97	66	78	15		
4	1	18	18	17	771	514	8	108	165	103	62	55	13		
4	1	18	18	18	749	499	15	251	42	122	27	29	13		
4	1	18	18	19	603	395	6	81	110	87	42	65	4		
4	1	18	18	20	618	446	13	99	137	107	27	52	11		
4	1	18	18	21	554	367	10	42	194	53	24	39	5		
4	1	18	18	22	655	419	11	115	115	95	24	53	6		
4	1	18	18	23	874	534	10	157	109	123	57	69	9		
4	1	18	18	24	680	447	12	81	151	82	48	66	7		
4	1	18	18	25	693	499	14	66	240	73	39	59	8		
4	1	18	18	26	680	479	22	96	170	81	44	56	10		
4	1	18	18	27	882	453	1	91	150	75	52	66	18		
4	1	18	18	28	778	540	5	80	251	79	64	54	7		
4	1	18	18	29	688	476	3	66	217	79	47	56	8		
4	1	18	18	30	713	464	13	157	97	116	30	42	9		
4	1	18	18	31	741	504	11	69	218	84	56	56	10		
4	1	18	18	32	773	555	17	244	100	105	53	26	10		
4	1	18	18	33	535	370	9	54	132	73	46	49	7		
4	1	18	18	34	546	387	4	53	157	74	46	48	5		
4	1	18	18	35	870	561	19	208	132	119	37	40	6		
4	1	18	18	36	659	467	15	79	176	93	46	52	6		
4	1	18	18	37	673	499	29	74	200	71	47	67	11		
4	1	18	18	38	679	441	5	174	88	107	29	34	4		
4	1	18	18	39	585	439	5	83	158	82	41	54	16		
4	1	18	18	40	609	391	6	120	104	72	38	38	13		
4	1	18	18	41	341	265	32	104	69	49	6	2	3		
4	1	18	18	42	737	611	39	179	192	98	56	40	7		
4	1	18	18	43	766	525	9	61	240	87	51	68	9		
4	1	18	18	44	660	434	10	146	118	106	23	26	5		
4	1	18	18	45	731	506	4	87	206	78	76	43	12		
4	1	18	18	46	547	390	4	61	179	58	51	29	8		
4	1	18	18	47	397	301	8	51	124	62	21	24	11		
4	1	18	18	48	677	493	8	76	211	77	58	52	11		
4	1	18	18	49	609	405	6	64	190	58	51	31	5		
4	1	18	18	50	612	450	5	82	193	65	47	50	8		
4	1	18	18	51	568	384	1	54	176	73	43	35	2		
4	1	18	18	52	533	360	6	44	168	56	48	34	4		
4	1	18	18	53	0	179	1	10	152	13	0	2	1		
4	1	18	18	54	0	0	0	0	0	0	0	0	0		
4	1	18	18	55	0	0	0	0	0	0	0	0	0		
4	1	18	18	56	0	89	6	33	41	8	1	0	0		
4	1	18	18	57	0	54	5	19	24	6	0	0	0		
4	1	19	19	0	0	886	17	229	341	119	102	69	9		
4	1	19	19	1	698	459	15	183	85	117	20	27	12		
4	1	19	19	2	573	335	6	82	95	89	28	24	11		
4	1	19	19	3	590	339	9	113	89	71	19	34	4		
4	1	19	19	4	363	249	4	80	74	48	15	24	4		
4	1	19	19	5	758	506	7	192	124	96	48	32	7		
4	1	19	19	6	689	451	8	175	112	97	24	31	4		
4	1	19	19	7	554	383	13	132	85	98	20	26	9		
4	1	19	19	8	625	434	7	107	134	92	32	56	6		
4	1	19	19	9	697	467	1	42	228	74	45	70	7		
4	1	19	19	10	626	399	6	64	192	51	48	35	3		
4	1	19	19	11	568	407	8	82	173	79	25	36	4		
4	1	19	19	12	687	453	6	68	228	48	47	52	4		
4	1	19	19	13	245	185	5	41	95	40	3	1	0		
4	1	19	19	14	703	468	8	96	198	89	24	50	3		
4	1	19	19	15	664	477	2	130	201	83	18	40	3		
4	1	19	19	16	326	426	10	117	166	77	28	20	8		
4	1	19	19	17	590	415	5	45	223	69	32	38	3		
4	1	19	19	18	719	466	3	137	180	74	24	39	9		
4	1	19	19	19	785	549	6	48	321	79	35	56	4		
4	1	19	19	20	620	437	10	67	206	59	45	45	5		
4	1	19	19	21	545	402	17	109	173	57	20	22	4		
4	1	19	19	22	745	505	3	104	225	71	44	55	3		
4	1	19	19	23	479	325	4	25	183	54	33	22	4		
4	1	19	19	24	576	417	7	106	163	73	27	38	3		
4	1	19	19	25	544	403	10	140	135	81	17	16	4		
4	1	19	19	26	713	453	10	106	186	68	32	46	5		
4	1	19	19	27	417	248	17	104	40	61	9	15	2		
4	1	19	19	28	783	539	8	131	210	96	51	37	6		
4	1	19	19	29	455	287	6	134	30	91	14	7	5		
4	1	19	19	30	433	283	7	143	34	76	7	10	6		
4	1	19	19	31	531	379	3	184	48	105	10	19	10		
4	1	19	19	32	530	353	7	169	55	86	18	13	5		
4	1	19	19	33	794	520	9	248	100	110	22	27	4		
4	1	19	19	34	659	483	7	191	128	90	33	29	5		
4	1	19	19	35	525	335	5	150	54	87	14	21	4		
4	1	19	19	36	439	321	7	85	112	43	29	40	5		
4	1	19	19	37	576	377	8	127	113	78	25	24	2		
4	1	19	19	38	684	460	13	169	118	106	19	31	4		
4	1	19	19	39	524	333	5	123	80	79	20	23	3		
4	1	19	19	40	762	519	10	142	181	96	35	51	4		
4	1	19	19	41	281	226	0	98	59	50	8	11	0		
4	1	19	19	42	693	487	6	101	218	69	59	33	1		
4	1	19	19	43	706	505	4	59	283	61	51	42	5		
4	1	19	19	44	478	344	6	72	151	62	29	24	0		
4	1	19	19	45	750	479	11	122	175	83	35	50	3		
4	1	19	19	46	482	312	6	44	169	41	24	23	5		
4	1	19	19	47	794	581	10	136	234	97	45	52	7		
4	1	19	19	48	719	470	10	197	87	120	22	24	10		
4	1	19	19	49	630	375	3	118	113	99	15	19	8		
4	1	19	19	50	771	520	7	112	240	79	47	32	3		
4	1	19	19	51	587	443	6	55	189	86	44	57	6		
4	1	19	19	52	659	461	6	50	216	97	51	40	1		
4	1	19	19	53	846	619	10	130	265	94	46	70	4		
4	1	19	19	54	804	555	6	67	299	86	41	49	7		
4	1	19	19	55	748	541	12	209	135	99	38	42	6		
4	1	19	19	56	619	405	4	67	199	56	45	29	5		
4	1	19	19	57	694	471	5	94	215	66	39	43	9		
4	1	19	19	58	722	505	8	105	224	74	35	55	4		
4	1	19	19	59	574	383	1	148	102	82	19	22	9		
4	1	19	19	60	594	412	9	80	197	61	20	33	12		
4	1	19	19	61	614	418	15	151	118	80	24	21	9		
4	1	19	19	62	713	478	22	158	133	106	27	27	5		
4	1	19	19	63	639	399	6	131	109	94	20	35	4		
4	1	19	19	64	598	415	6	111	156	65	33	39	5		
4	1	19	19	65	720	531	13	186	189	72	28	36	7		
4	1	19	19	66	612	412	3	128	148	58	39	31	5		
4	1	19	19	67	468	385	10	154	120	77	14	7	3		
4	1	19	19	68	746	529	9	247	105	124	22	17	5		
4	1	19	19	69	807	572	12	222	152	111	39	26	10		
4	1	19	19	70	634	471	6	219	109	87	17	24	9		
4	1	19	19	71	545	426	5	142	132	94	26	26	1		
4	1	19	19	72	676	513	8	154	183	71	35	53	9		
4	1	19	19	73	410	344	3	72	149	33	38	47	2		
4	1	19	19	74	796	578	13	265	122	101	23	50	4		
4	1	19	19	75	830	587	4	129	286	96	42	26	4		
4	1	19	19	76	676	471	2	64	253	66	44	39	3		
4	1	19	19	77	631	441	7	59	218	84	32	40	1		
4	1	19	19	78	716	511	3	152	204	84	30	32	6		
4	1	19	19	79	621	441	6	72	196	72	47	44	4		
4	1	19	19	80	617	431	5	132	153	63	41	31	6		
4	1	19	19	81	604	443	1	87	205	69	39	41	1		
4	1	19	19	82	640	455	7	85	208	84	31	35	5		
4	1	19	19	83	550	376	11	63	199	53	26	20	4		
4	1	19	19	84	0	11	2	4	3	2	0	0	0		
4	1	19	19	85	0	11	0	2	7	1	0	1	0		
4	1	19	19	86	0	63	3	55	2	0	1	2	0		
4	1	20	20	0	0	704	28	303	92	153	49	64	15		
4	1	20	20	1	439	284	7	100	36	77	14	42	8		
4	1	20	20	2	485	310	4	72	44	125	11	48	6		
4	1	20	20	3	500	288	6	96	24	75	22	51	14		
4	1	20	20	4	453	271	4	94	27	108	13	16	9		
4	1	20	20	5	451	327	27	131	20	93	24	23	9		
4	1	20	20	6	440	270	4	103	42	81	12	22	6		
4	1	20	20	7	480	329	7	109	28	122	19	38	6		
4	1	20	20	8	520	310	8	117	29	93	28	30	5		
4	1	20	20	9	492	295	7	100	41	105	11	28	3		
4	1	20	20	10	567	392	13	178	25	131	17	20	8		
4	1	20	20	11	646	409	5	152	37	139	33	39	4		
4	1	20	20	12	333	179	12	75	14	51	8	11	8		
4	1	20	20	13	647	421	5	149	47	154	26	26	14		
4	1	20	20	14	610	372	9	181	13	133	12	21	3		
4	1	20	20	15	511	322	1	119	38	124	18	18	4		
4	1	20	20	16	463	323	10	157	24	102	9	13	8		
4	1	20	20	17	367	230	4	107	25	68	10	13	3		
4	1	20	20	18	397	230	6	101	20	81	11	8	3		
4	1	20	20	19	527	375	19	150	53	112	17	22	2		
4	1	20	20	20	517	337	4	168	44	76	13	27	5		
4	1	20	20	21	456	277	5	107	35	88	19	19	4		
4	1	20	20	22	511	272	6	142	23	57	15	19	10		
4	1	20	20	23	578	389	8	196	29	120	15	16	5		
4	1	20	20	24	600	373	15	188	20	118	10	14	8		
4	1	20	20	25	389	304	7	159	26	81	16	11	4		
4	1	20	20	26	622	459	12	255	36	99	29	24	4		
4	1	20	20	27	503	343	19	168	16	118	8	12	2		
4	1	20	20	28	478	340	8	189	19	100	12	5	7		
4	1	20	20	29	522	358	8	176	41	107	10	13	3		
4	1	20	20	30	459	340	6	162	28	112	12	13	7		
4	1	20	20	31	381	220	3	108	18	70	6	11	4		
4	1	20	20	32	366	242	6	123	28	69	6	7	3		
4	1	20	20	33	419	285	6	101	42	102	14	14	6		
4	1	20	20	34	427	268	6	102	38	73	14	27	8		
4	1	20	20	35	478	341	10	196	29	75	13	13	5		
4	1	20	20	36	441	289	4	121	31	91	17	13	12		
4	1	20	20	37	395	254	2	94	37	77	12	29	3		
4	1	20	20	38	580	347	7	101	56	112	21	44	6		
4	1	20	20	39	531	309	6	103	48	84	23	39	6		
4	1	20	20	40	514	337	12	111	53	117	14	27	3		
4	1	20	20	41	564	387	6	152	49	113	35	23	9		
4	1	20	20	42	479	301	5	130	29	88	15	25	9		
4	1	20	20	43	504	313	2	134	22	111	13	26	5		
4	1	20	20	44	466	241	6	97	19	75	20	19	5		
4	1	20	20	45	420	232	6	85	21	76	11	24	9		
4	1	20	20	46	489	349	14	110	61	98	27	37	2		
4	1	20	20	47	470	319	2	142	29	94	19	27	6		
4	1	20	20	48	517	333	9	146	30	95	30	20	3		
4	1	20	20	49	482	330	9	150	47	80	19	21	4		
4	1	20	20	50	451	287	8	110	35	87	17	24	6		
4	1	20	20	51	425	334	7	193	18	91	11	9	5		
4	1	20	20	52	387	240	6	119	7	74	25	8	1		
4	1	20	20	53	466	277	10	107	35	84	21	14	6		
4	1	20	20	54	543	357	14	140	38	109	16	33	7		
4	1	20	20	55	485	270	9	111	22	100	10	14	4		
4	1	20	20	56	566	409	6	109	96	127	30	36	5		
4	1	20	20	57	528	321	10	135	36	106	14	15	5		
4	1	20	20	58	514	349	8	124	54	127	11	19	6		
4	1	20	20	59	718	474	5	185	57	143	36	37	11		
4	1	20	20	60	406	230	5	97	18	88	11	8	3		
4	1	20	20	61	360	227	3	96	18	80	11	17	2		
4	1	20	20	62	511	315	7	154	16	112	3	18	5		
4	1	20	20	63	457	258	12	126	16	77	12	11	4		
4	1	20	20	64	458	250	5	114	13	95	11	9	3		
4	1	20	20	65	547	327	7	159	18	100	13	23	7		
4	1	20	20	66	483	307	6	141	27	103	14	12	4		
4	1	20	20	67	440	297	6	166	19	78	12	10	6		
4	1	20	20	68	458	314	9	144	27	99	16	19	0		
4	1	20	20	69	295	193	4	78	16	78	3	9	5		
4	1	20	20	70	559	417	7	175	49	121	26	28	11		
4	1	20	20	71	514	308	11	124	27	104	22	9	11		
4	1	20	20	72	203	111	1	52	5	40	5	8	0		
4	1	20	20	73	566	390	16	153	51	106	32	25	7		
4	1	20	20	74	583	364	7	140	38	112	29	27	11		
4	1	20	20	75	520	376	12	206	26	94	15	15	8		
4	1	20	20	76	636	434	10	200	26	127	31	31	9		
4	1	20	20	77	588	401	6	139	67	137	25	22	5		
4	1	20	20	78	321	64	2	29	11	20	0	0	2		
4	1	20	20	79	558	365	5	194	19	127	9	5	6		
4	1	20	20	80	595	374	9	232	10	101	10	8	4		
4	1	20	20	81	513	355	11	168	51	84	13	19	9		
4	1	20	20	82	527	324	13	150	14	108	12	16	11		
4	1	20	20	83	528	388	10	210	21	110	15	14	8		
4	1	20	20	84	535	333	10	180	19	109	3	7	5		
4	1	20	20	85	543	379	23	205	19	105	14	10	3		
4	1	20	20	86	487	291	3	117	28	97	15	21	10		
4	1	20	20	87	416	303	5	147	33	77	18	20	3		
4	1	20	20	88	457	300	4	157	22	79	17	15	6		
4	1	20	20	89	610	421	18	197	35	123	20	14	14		
4	1	20	20	90	488	336	5	106	96	81	16	24	8		
4	1	20	20	91	454	316	7	100	65	105	17	16	6		
4	1	20	20	92	383	231	9	125	4	74	3	11	5		
4	1	20	20	93	515	335	16	185	18	88	12	11	5		
4	1	20	20	94	354	224	8	131	8	65	4	5	3		
4	1	20	20	95	397	256	4	148	12	75	7	4	6		
4	1	20	20	96	406	272	1	154	10	84	8	11	4		
4	1	20	20	97	466	302	7	169	21	82	11	7	5		
4	1	20	20	98	441	281	9	166	8	87	5	4	2		
4	1	20	20	99	505	353	9	183	20	113	13	12	3		
4	1	20	20	100	271	195	6	77	14	39	23	33	3		
4	1	20	20	101	205	322	13	202	24	51	10	17	5		
4	1	20	20	102	232	178	7	62	16	35	16	40	2		
4	1	20	20	103	0	0	0	0	0	0	0	0	0		
4	1	21	21	0	0	1161	33	542	147	222	85	107	25		
4	1	21	21	1	693	448	10	153	103	111	36	29	6		
4	1	21	21	2	513	351	10	155	45	96	12	22	11		
4	1	21	21	3	554	370	9	135	69	90	22	32	13		
4	1	21	21	4	584	370	7	181	19	114	17	20	12		
4	1	21	21	5	601	390	8	175	58	92	22	22	13		
4	1	21	21	6	462	325	1	126	46	73	31	39	9		
4	1	21	21	7	534	382	16	142	60	98	30	30	6		
4	1	21	21	8	497	378	10	186	41	75	32	22	12		
4	1	21	21	9	724	508	10	245	50	132	24	35	12		
4	1	21	21	10	632	425	13	138	67	122	34	40	11		
4	1	21	21	11	350	277	11	83	65	80	14	15	9		
4	1	21	21	12	516	391	9	191	51	98	18	18	6		
4	1	21	21	13	426	302	12	123	41	99	7	9	11		
4	1	21	21	14	562	326	13	154	20	104	9	15	11		
4	1	21	21	15	626	465	12	178	83	119	27	34	12		
4	1	21	21	16	472	322	11	154	6	119	10	15	7		
4	1	21	21	17	589	407	14	180	36	100	23	32	22		
4	1	21	21	18	487	311	20	116	50	69	17	28	11		
4	1	21	21	19	484	308	6	112	56	74	28	21	11		
4	1	21	21	20	464	284	7	82	61	94	12	21	7		
4	1	21	21	21	625	387	12	116	74	114	27	33	11		
4	1	21	21	22	501	321	7	120	35	82	32	40	5		
4	1	21	21	23	655	493	8	255	55	100	24	42	9		
4	1	21	21	24	480	334	2	131	54	99	21	20	7		
4	1	21	21	25	627	359	18	121	55	125	10	26	4		
4	1	21	21	26	658	419	9	180	41	133	26	19	11		
4	1	21	21	27	564	385	9	166	41	113	24	23	9		
4	1	21	21	28	715	493	20	164	75	163	27	32	12		
4	1	21	21	29	746	483	15	217	47	132	30	34	8		
4	1	21	21	30	546	345	11	168	22	107	12	14	11		
4	1	21	21	31	542	342	18	138	26	96	24	35	5		
4	1	21	21	32	393	250	1	107	23	93	9	7	10		
4	1	21	21	33	670	430	8	163	52	126	32	37	12		
4	1	21	21	34	667	437	16	184	39	112	29	46	11		
4	1	21	21	35	660	409	7	138	67	132	24	30	11		
4	1	21	21	36	502	339	6	115	63	95	26	22	12		
4	1	21	21	37	607	428	6	143	55	123	48	39	14		
4	1	21	21	38	596	374	9	138	72	105	23	17	10		
4	1	21	21	39	668	348	6	186	22	105	10	12	7		
4	1	21	21	40	733	391	12	200	8	119	19	23	10		
4	1	21	21	41	393	296	3	147	37	72	10	22	5		
4	1	21	21	42	576	376	7	152	54	104	28	20	11		
4	1	21	21	43	690	439	11	187	49	118	31	37	6		
4	1	21	21	44	699	456	6	230	34	117	35	22	12		
4	1	21	21	45	464	324	5	179	25	79	17	8	11		
4	1	21	21	46	529	351	14	195	18	85	11	13	15		
4	1	21	21	47	683	417	8	201	32	113	20	29	14		
4	1	21	21	48	601	390	10	188	38	99	24	23	8		
4	1	21	21	49	600	384	10	174	34	114	19	24	9		
4	1	21	21	50	539	374	7	176	43	85	27	25	11		
4	1	21	21	51	384	220	7	123	11	59	5	6	9		
4	1	21	21	52	385	223	5	128	7	54	12	9	8		
4	1	21	21	53	445	266	7	137	9	82	10	12	9		
4	1	21	21	54	456	261	8	154	5	77	5	4	8		
