T	WV	WK	BZ	SPR	WBER  	 ABG.   	UNG.   	SPOE   	OEVP   	FPOE   	LIF    	GRUE   	Sonstige	Typ 	Jahr
4	1	21	21	55	573	394	10	152	43	100	37	36	16		
4	1	21	21	56	556	360	10	174	29	106	16	18	7		
4	1	21	21	57	619	389	7	208	28	115	11	12	8		
4	1	21	21	58	642	406	4	186	24	145	18	20	9		
4	1	21	21	59	505	348	8	201	26	86	8	15	4		
4	1	21	21	60	702	519	18	181	86	100	47	72	15		
4	1	21	21	61	662	433	10	161	66	100	30	55	11		
4	1	21	21	62	469	308	6	106	67	65	20	35	9		
4	1	21	21	63	526	344	8	193	25	84	10	14	10		
4	1	21	21	64	612	403	8	142	60	132	24	27	10		
4	1	21	21	65	513	398	15	263	8	71	17	18	6		
4	1	21	21	66	231	579	10	335	117	86	12	9	10		
4	1	21	21	67	581	379	8	186	31	98	16	27	13		
4	1	21	21	68	568	369	10	177	25	95	25	24	13		
4	1	21	21	69	630	370	8	176	10	148	10	10	8		
4	1	21	21	70	568	316	4	155	14	119	13	5	6		
4	1	21	21	71	516	334	12	152	8	120	18	12	12		
4	1	21	21	72	625	396	7	168	17	151	20	25	8		
4	1	21	21	73	661	391	4	200	25	122	17	14	9		
4	1	21	21	74	574	373	21	210	45	73	9	10	5		
4	1	21	21	75	616	411	16	171	49	111	29	28	7		
4	1	21	21	76	542	434	10	185	51	89	38	44	17		
4	1	21	21	77	400	232	6	96	21	77	12	15	5		
4	1	21	21	78	890	583	13	247	61	147	25	76	14		
4	1	21	21	79	750	503	10	159	55	137	40	90	12		
4	1	21	21	80	802	490	10	147	145	135	23	24	6		
4	1	21	21	81	592	489	17	157	129	113	36	23	14		
4	1	21	21	82	591	345	12	154	17	125	16	15	6		
4	1	21	21	83	633	374	11	172	21	139	13	12	6		
4	1	21	21	84	619	397	9	160	20	157	21	21	9		
4	1	21	21	85	589	382	10	177	32	119	17	20	7		
4	1	21	21	86	604	365	4	157	21	142	15	17	9		
4	1	21	21	87	593	446	8	177	63	99	47	41	11		
4	1	21	21	88	569	345	3	144	17	131	19	19	12		
4	1	21	21	89	619	453	19	268	40	100	8	9	9		
4	1	21	21	90	565	369	12	169	40	104	20	17	7		
4	1	21	21	91	555	387	6	173	38	122	17	23	8		
4	1	21	21	92	426	280	8	133	14	90	17	8	10		
4	1	21	21	93	479	285	11	127	26	90	9	13	9		
4	1	21	21	94	621	384	7	184	35	113	15	20	10		
4	1	21	21	95	611	417	6	182	39	136	24	23	7		
4	1	21	21	96	578	404	8	200	47	100	13	29	7		
4	1	21	21	97	708	463	12	217	44	144	23	14	9		
4	1	21	21	98	556	377	11	177	21	137	12	16	3		
4	1	21	21	99	470	313	5	146	29	76	24	23	10		
4	1	21	21	100	564	323	9	163	22	95	15	15	4		
4	1	21	21	101	449	278	9	136	25	73	18	14	3		
4	1	21	21	102	540	347	2	171	14	128	12	12	8		
4	1	21	21	103	534	345	9	160	29	108	19	12	8		
4	1	21	21	104	554	314	6	146	18	107	18	7	12		
4	1	21	21	105	529	336	12	158	12	106	24	15	9		
4	1	21	21	106	609	454	10	228	42	111	33	25	5		
4	1	21	21	107	559	406	9	176	61	107	26	17	10		
4	1	21	21	108	768	563	12	224	78	156	41	39	13		
4	1	21	21	109	468	321	9	136	28	92	21	25	10		
4	1	21	21	110	399	284	4	136	19	86	13	16	10		
4	1	21	21	111	617	455	11	152	57	76	46	86	27		
4	1	21	21	112	552	357	7	202	18	97	16	7	10		
4	1	21	21	113	504	363	11	196	14	115	11	9	7		
4	1	21	21	114	518	287	10	170	13	83	0	7	4		
4	1	21	21	115	578	317	11	146	12	116	14	7	11		
4	1	21	21	116	477	297	8	153	19	99	6	9	3		
4	1	21	21	117	503	327	6	173	19	100	13	11	5		
4	1	21	21	118	513	297	8	131	12	105	14	16	11		
4	1	21	21	119	466	269	8	127	7	91	9	13	14		
4	1	21	21	120	630	363	17	172	9	133	11	16	5		
4	1	21	21	121	625	366	14	182	14	114	11	20	11		
4	1	21	21	122	623	377	9	191	13	131	9	10	14		
4	1	21	21	123	352	225	9	106	13	58	14	19	6		
4	1	21	21	124	413	256	1	121	27	76	12	17	2		
4	1	21	21	125	323	176	4	74	14	52	16	10	6		
4	1	21	21	126	439	302	4	128	12	107	24	15	12		
4	1	21	21	127	388	267	13	111	12	80	21	27	3		
4	1	21	21	128	398	240	8	102	19	72	9	24	6		
4	1	21	21	129	773	576	10	198	124	133	48	54	9		
4	1	21	21	130	710	522	29	179	100	118	46	38	12		
4	1	21	21	131	336	265	3	119	41	74	12	14	2		
4	1	21	21	132	667	512	19	222	60	97	58	43	13		
4	1	21	21	133	722	482	8	218	31	141	38	35	11		
4	1	21	21	134	526	382	6	159	28	115	34	31	9		
4	1	21	21	135	669	481	10	179	115	109	36	21	11		
4	1	21	21	136	552	360	7	193	20	101	10	9	20		
4	1	21	21	137	598	400	7	160	45	118	27	32	11		
4	1	21	21	138	549	417	12	206	38	104	13	31	13		
4	1	21	21	139	574	411	3	235	16	107	19	20	11		
4	1	21	21	140	599	429	4	231	38	114	15	20	7		
4	1	21	21	141	375	242	1	77	48	60	18	26	12		
4	1	21	21	142	666	464	9	172	63	115	45	46	14		
4	1	21	21	143	719	494	7	171	86	141	29	40	20		
4	1	21	21	144	716	509	12	206	65	136	32	45	13		
4	1	21	21	145	503	386	5	141	61	112	27	33	7		
4	1	21	21	146	392	282	7	176	7	67	7	8	10		
4	1	21	21	147	348	232	6	147	26	43	4	5	1		
4	1	21	21	148	601	418	13	193	42	118	14	20	18		
4	1	21	21	149	630	446	8	222	39	120	17	19	21		
4	1	21	21	150	649	467	5	149	102	127	33	41	10		
4	1	21	21	151	609	419	8	214	29	124	18	13	13		
4	1	21	21	152	627	406	12	194	25	126	17	19	13		
4	1	21	21	153	627	432	18	221	31	118	25	11	8		
4	1	21	21	154	628	422	8	194	53	122	17	13	15		
4	1	21	21	155	599	446	9	112	144	115	26	34	6		
4	1	21	21	156	649	471	12	135	133	105	33	38	15		
4	1	21	21	157	563	429	11	163	79	105	27	37	7		
4	1	21	21	158	464	307	9	125	54	79	21	14	5		
4	1	21	21	159	751	529	15	189	80	138	48	47	12		
4	1	21	21	160	534	360	14	160	16	101	30	29	10		
4	1	21	21	161	388	262	6	82	45	60	24	39	6		
4	1	21	21	162	359	223	4	92	41	54	18	7	7		
4	1	21	21	163	412	308	9	124	61	50	28	30	6		
4	1	21	21	164	362	286	7	115	45	41	39	33	6		
4	1	21	21	165	357	284	7	97	31	71	19	51	8		
4	1	21	21	166	334	263	5	104	21	79	21	23	10		
4	1	21	21	167	646	399	8	156	27	124	34	43	7		
4	1	21	21	168	510	337	6	123	27	107	26	40	8		
4	1	21	21	169	473	300	9	99	22	106	31	28	5		
4	1	21	21	170	525	338	7	108	23	127	30	37	6		
4	1	21	21	171	293	169	0	80	9	66	5	7	2		
4	1	21	21	172	361	250	2	122	17	80	12	12	5		
4	1	21	21	173	503	354	7	122	37	100	34	44	10		
4	1	21	21	174	382	291	6	116	21	87	22	30	9		
4	1	21	21	175	0	41	2	25	2	10	0	1	1		
4	1	22	22	0	0	1063	22	537	115	191	68	91	39		
4	1	22	22	1	175	142	5	49	26	47	5	8	2		
4	1	22	22	2	367	270	2	143	20	82	11	3	9		
4	1	22	22	3	334	204	5	105	9	63	8	8	6		
4	1	22	22	4	370	242	23	129	11	62	5	9	3		
4	1	22	22	5	331	201	12	112	4	55	6	3	9		
4	1	22	22	6	229	149	3	65	18	34	7	15	7		
4	1	22	22	7	305	180	2	102	5	59	2	8	2		
4	1	22	22	8	500	300	8	100	43	82	28	29	10		
4	1	22	22	9	501	358	23	105	70	71	30	45	14		
4	1	22	22	10	409	291	3	65	87	72	17	33	14		
4	1	22	22	11	345	198	2	100	5	67	6	11	7		
4	1	22	22	12	625	373	9	127	66	91	30	35	15		
4	1	22	22	13	743	521	12	187	37	138	53	70	24		
4	1	22	22	14	186	135	3	65	14	21	13	10	9		
4	1	22	22	15	438	284	5	119	31	67	24	29	9		
4	1	22	22	16	405	233	13	124	15	47	11	17	6		
4	1	22	22	17	762	530	12	195	58	156	54	32	23		
4	1	22	22	18	407	261	6	90	50	69	21	17	8		
4	1	22	22	19	583	72	3	32	11	14	4	7	1		
4	1	22	22	20	285	351	11	147	66	82	14	19	12		
4	1	22	22	21	441	365	10	150	36	103	28	26	12		
4	1	22	22	22	297	156	4	90	9	34	6	8	5		
4	1	22	22	23	310	233	2	152	12	46	12	6	3		
4	1	22	22	24	339	236	6	80	42	72	16	11	9		
4	1	22	22	25	387	277	6	90	61	74	12	22	12		
4	1	22	22	26	296	178	5	64	26	49	18	7	9		
4	1	22	22	27	383	228	3	107	17	74	10	5	12		
4	1	22	22	28	399	230	7	120	16	61	12	11	3		
4	1	22	22	29	365	232	6	65	44	63	19	20	15		
4	1	22	22	30	291	202	3	102	12	61	13	7	4		
4	1	22	22	31	490	356	9	123	60	80	39	35	10		
4	1	22	22	32	534	399	9	183	39	95	26	30	17		
4	1	22	22	33	257	201	5	95	21	64	3	7	6		
4	1	22	22	34	369	244	2	122	11	80	17	8	4		
4	1	22	22	35	290	181	3	83	24	41	8	11	11		
4	1	22	22	36	680	502	12	193	72	156	33	24	12		
4	1	22	22	37	377	281	6	152	17	77	12	11	6		
4	1	22	22	38	677	498	28	270	39	100	20	28	13		
4	1	22	22	39	459	349	3	141	56	82	26	29	12		
4	1	22	22	40	738	546	16	212	54	111	51	74	28		
4	1	22	22	41	656	438	7	174	43	143	32	21	18		
4	1	22	22	42	813	542	12	230	45	133	59	31	32		
4	1	22	22	43	831	532	9	217	68	154	30	34	20		
4	1	22	22	44	596	392	11	171	60	93	18	26	13		
4	1	22	22	45	549	404	13	151	45	129	25	22	19		
4	1	22	22	46	311	222	6	94	33	60	13	8	8		
4	1	22	22	47	801	577	21	188	91	130	60	56	31		
4	1	22	22	48	840	567	14	221	59	153	51	36	33		
4	1	22	22	49	903	657	17	239	77	186	52	49	37		
4	1	22	22	50	1000	661	12	238	95	213	56	24	23		
4	1	22	22	51	480	352	5	128	42	118	30	15	14		
4	1	22	22	52	643	438	4	185	50	122	39	23	15		
4	1	22	22	53	463	363	11	140	61	97	21	15	18		
4	1	22	22	54	771	538	10	217	78	175	23	16	19		
4	1	22	22	55	490	357	9	122	71	95	20	18	22		
4	1	22	22	56	651	466	8	177	46	137	32	39	27		
4	1	22	22	57	587	472	44	171	54	123	27	19	34		
4	1	22	22	58	512	365	9	136	37	131	22	6	24		
4	1	22	22	59	275	225	7	77	71	46	11	12	1		
4	1	22	22	60	663	519	18	249	82	84	25	38	23		
4	1	22	22	61	717	541	8	210	79	128	57	44	15		
4	1	22	22	62	560	375	6	113	81	106	32	29	8		
4	1	22	22	63	365	234	8	64	63	70	11	11	7		
4	1	22	22	64	508	351	10	112	69	88	23	31	18		
4	1	22	22	65	345	186	8	98	2	54	7	11	6		
4	1	22	22	66	336	214	5	86	7	94	5	9	8		
4	1	22	22	67	273	174	3	69	16	60	6	10	10		
4	1	22	22	68	370	304	6	145	29	65	14	29	16		
4	1	22	22	69	408	326	2	159	33	87	15	20	10		
4	1	22	22	70	533	387	14	169	48	97	26	23	10		
4	1	22	22	71	716	459	11	199	28	114	36	44	27		
4	1	22	22	72	409	266	5	104	53	64	21	8	11		
4	1	22	22	73	691	450	18	186	44	124	27	35	16		
4	1	22	22	74	389	306	4	133	36	69	20	19	25		
4	1	22	22	75	470	334	10	180	11	74	16	22	21		
4	1	22	22	76	512	357	8	193	32	77	13	21	13		
4	1	22	22	77	420	261	9	114	19	76	19	15	9		
4	1	22	22	78	506	388	4	184	38	95	30	24	13		
4	1	22	22	79	432	302	6	111	63	76	18	20	8		
4	1	22	22	80	324	200	5	104	9	61	7	6	8		
4	1	22	22	81	352	229	5	120	6	64	8	12	14		
4	1	22	22	82	442	278	1	128	20	95	11	11	12		
4	1	22	22	83	346	259	2	113	25	77	16	15	11		
4	1	22	22	84	410	266	10	150	11	67	7	11	10		
4	1	22	22	85	849	555	18	199	73	151	44	30	40		
4	1	22	22	86	338	209	5	97	17	61	15	7	7		
4	1	22	22	87	502	357	5	121	84	82	20	22	23		
4	1	22	22	88	369	270	16	140	14	65	9	15	11		
4	1	22	22	89	377	286	6	142	24	77	9	15	13		
4	1	22	22	90	470	307	6	146	18	94	14	11	18		
4	1	22	22	91	278	148	5	70	12	41	8	8	4		
4	1	22	22	92	429	313	8	169	20	65	12	18	21		
4	1	22	22	93	259	172	1	82	15	50	11	8	5		
4	1	22	22	94	442	300	5	142	28	93	14	12	6		
4	1	22	22	95	330	232	7	118	10	72	10	5	10		
4	1	22	22	96	452	318	6	139	33	86	26	18	10		
4	1	22	22	97	243	171	3	69	16	53	14	11	5		
4	1	22	22	98	419	283	5	114	36	89	15	20	4		
4	1	22	22	99	658	438	11	193	37	122	32	30	13		
4	1	22	22	100	383	287	4	122	25	80	25	20	11		
4	1	22	22	101	373	242	7	128	9	69	3	14	12		
4	1	22	22	102	273	185	6	89	18	48	12	9	3		
4	1	22	22	103	287	192	3	89	15	45	16	15	9		
4	1	22	22	104	327	230	8	113	11	79	9	6	4		
4	1	22	22	105	364	245	8	116	21	77	9	5	9		
4	1	22	22	106	348	248	7	116	24	71	7	9	14		
4	1	22	22	107	338	236	5	114	14	78	7	10	8		
4	1	22	22	108	345	245	3	116	23	77	12	4	10		
4	1	22	22	109	324	241	5	102	25	75	11	13	10		
4	1	22	22	110	360	268	7	108	26	66	25	21	15		
4	1	22	22	111	336	245	6	107	29	72	12	10	9		
4	1	22	22	112	418	281	6	138	14	89	13	14	7		
4	1	22	22	113	244	188	5	76	23	47	14	12	11		
4	1	22	22	114	254	174	5	79	11	61	5	4	9		
4	1	22	22	115	411	303	2	130	38	83	28	16	6		
4	1	22	22	116	393	248	4	117	18	73	17	12	7		
4	1	22	22	117	235	205	1	86	20	76	9	8	5		
4	1	22	22	118	453	290	5	147	14	99	7	9	9		
4	1	22	22	119	397	266	12	130	13	89	6	5	11		
4	1	22	22	120	451	349	10	163	35	87	25	17	12		
4	1	22	22	121	519	353	7	101	73	102	29	33	8		
4	1	22	22	122	490	331	5	156	18	108	19	11	14		
4	1	22	22	123	531	365	5	125	67	108	27	22	11		
4	1	22	22	124	445	296	4	55	90	73	33	32	9		
4	1	22	22	125	159	129	2	68	8	32	9	6	4		
4	1	22	22	126	413	266	8	103	17	103	11	14	10		
4	1	22	22	127	395	269	14	122	20	84	10	11	8		
4	1	22	22	128	409	263	10	102	18	100	11	10	12		
4	1	22	22	129	233	153	3	70	6	62	4	2	6		
4	1	22	22	130	465	337	9	144	38	89	25	20	12		
4	1	22	22	131	370	279	4	118	21	108	9	8	11		
4	1	22	22	132	373	235	6	111	13	82	7	8	8		
4	1	22	22	133	321	212	5	101	8	75	9	9	5		
4	1	22	22	134	457	273	7	120	20	99	10	6	11		
4	1	22	22	135	343	235	2	95	18	81	7	19	13		
4	1	22	22	136	387	285	8	99	46	77	28	13	14		
4	1	22	22	137	314	235	13	127	11	61	10	4	9		
4	1	22	22	138	408	276	9	125	13	98	9	11	11		
4	1	22	22	139	409	285	11	153	14	72	17	6	12		
4	1	22	22	140	330	197	4	99	10	64	7	6	7		
4	1	22	22	141	598	390	13	204	20	115	16	17	5		
4	1	22	22	142	782	509	16	181	45	158	49	25	35		
4	1	22	22	143	384	273	8	78	68	85	10	8	16		
4	1	22	22	144	344	220	3	103	7	71	15	11	10		
4	1	22	22	145	554	334	6	144	15	125	20	11	13		
4	1	22	22	146	432	314	5	139	43	69	12	24	22		
4	1	22	22	147	292	205	5	73	32	46	21	18	10		
4	1	22	22	148	577	354	4	175	15	111	23	15	11		
4	1	22	22	149	893	479	9	198	30	193	21	17	11		
4	1	22	22	150	693	489	4	176	39	110	66	56	38		
4	1	22	22	151	872	481	7	199	32	190	23	9	21		
4	1	22	22	152	545	392	5	128	18	110	53	39	39		
4	1	22	22	153	615	345	6	147	23	119	22	14	14		
4	1	22	22	154	395	276	8	102	20	77	23	27	19		
4	1	22	22	155	841	448	11	197	28	160	20	13	19		
4	1	22	22	156	698	451	5	215	35	126	23	25	22		
4	1	22	22	157	957	623	26	273	24	192	38	37	33		
4	1	22	22	158	679	394	6	147	17	186	12	13	13		
4	1	22	22	159	543	357	9	129	27	97	37	41	17		
4	1	22	22	160	782	409	17	171	22	167	9	12	11		
4	1	22	22	161	588	431	10	185	55	106	31	33	11		
4	1	22	22	162	467	323	1	131	34	85	27	24	21		
4	1	22	22	163	515	341	13	147	12	116	22	20	11		
4	1	22	22	164	281	206	3	93	17	62	16	9	6		
4	1	22	22	165	458	304	1	126	34	88	28	13	14		
4	1	22	22	166	592	421	8	149	44	103	35	51	31		
4	1	22	22	167	559	354	7	151	18	141	12	15	10		
4	1	22	22	168	544	310	4	143	9	126	12	11	5		
4	1	22	22	169	522	322	8	143	17	114	17	12	11		
4	1	22	22	170	450	272	6	134	20	78	10	15	9		
4	1	22	22	171	439	282	8	119	14	100	16	12	13		
4	1	22	22	172	591	417	12	117	51	154	29	30	24		
4	1	22	22	173	513	387	4	141	54	88	42	36	22		
4	1	22	22	174	469	377	3	222	21	75	32	9	15		
4	1	22	22	175	581	340	9	128	22	118	23	25	15		
4	1	22	22	176	623	442	12	190	51	99	39	38	13		
4	1	22	22	177	478	348	8	137	50	99	21	13	20		
4	1	22	22	178	560	388	2	155	53	79	26	50	23		
4	1	22	22	179	290	181	5	70	5	77	12	7	5		
4	1	22	22	180	400	239	7	95	17	69	22	21	8		
4	1	22	22	181	375	219	0	94	12	79	12	12	10		
4	1	22	22	182	365	226	3	92	8	83	13	15	12		
4	1	22	22	183	336	181	3	80	8	67	10	5	8		
4	1	22	22	184	684	491	10	206	42	91	43	62	37		
4	1	22	22	185	670	482	13	200	51	113	29	52	24		
4	1	22	22	186	404	268	6	112	10	71	17	24	28		
4	1	22	22	187	535	386	9	167	49	87	22	38	14		
4	1	22	22	188	306	203	7	103	19	50	11	10	3		
4	1	22	22	189	666	488	10	158	67	97	68	67	21		
4	1	22	22	190	872	618	15	228	54	196	50	31	44		
4	1	22	22	191	414	308	4	121	31	60	36	36	20		
4	1	22	22	192	322	211	4	87	15	52	14	27	12		
4	1	22	22	193	358	224	4	97	15	62	24	17	5		
4	1	22	22	194	169	126	4	48	15	44	1	7	7		
4	1	22	22	195	190	114	3	42	7	41	6	10	5		
4	1	22	22	196	448	293	4	118	16	86	25	26	18		
4	1	22	22	197	151	108	2	45	3	34	7	11	6		
4	1	22	22	198	138	98	0	21	18	18	10	26	5		
4	1	22	22	199	0	133	5	94	14	13	1	1	5		
4	1	22	22	200	0	101	1	71	15	9	3	1	1		
4	1	22	22	201	0	40	3	21	4	12	0	0	0		
4	1	22	22	202	0	27	1	13	2	5	1	3	2		
4	1	22	22	203	0	25	0	14	1	8	1	1	0		
4	1	23	23	0	0	868	24	371	134	165	77	87	10		
4	1	23	23	1	731	509	10	236	50	146	32	23	12		
4	1	23	23	2	751	496	12	218	73	115	32	32	14		
4	1	23	23	3	760	520	13	257	44	110	48	43	5		
4	1	23	23	4	702	521	13	205	70	127	62	39	5		
4	1	23	23	5	596	432	14	144	65	112	50	41	6		
4	1	23	23	6	611	448	8	145	54	114	70	48	9		
4	1	23	23	7	641	505	11	175	79	133	46	48	13		
4	1	23	23	8	597	442	12	165	63	118	50	27	7		
4	1	23	23	9	689	498	12	190	51	137	60	40	8		
4	1	23	23	10	690	478	11	180	65	122	46	46	8		
4	1	23	23	11	601	416	7	150	40	99	53	54	13		
4	1	23	23	12	767	537	9	189	99	133	40	61	6		
4	1	23	23	13	765	782	13	304	188	155	66	46	10		
4	1	23	23	14	425	124	20	80	16	5	1	1	1		
4	1	23	23	15	657	441	4	180	82	86	40	38	11		
4	1	23	23	16	770	497	10	205	58	134	29	52	9		
4	1	23	23	17	746	562	13	223	91	123	55	51	6		
4	1	23	23	18	750	503	7	153	110	103	46	72	12		
4	1	23	23	19	737	537	14	195	92	124	56	42	14		
4	1	23	23	20	561	415	8	152	90	98	33	30	4		
4	1	23	23	21	532	392	7	129	80	107	35	29	5		
4	1	23	23	22	693	463	16	129	98	131	50	28	11		
4	1	23	23	23	859	573	9	273	48	148	37	47	11		
4	1	23	23	24	710	512	14	181	97	116	50	41	13		
4	1	23	23	25	601	396	12	118	95	86	47	18	20		
4	1	23	23	26	709	513	7	77	188	124	60	52	5		
4	1	23	23	27	790	583	10	179	138	169	47	36	4		
4	1	23	23	28	602	431	4	163	106	85	32	35	6		
4	1	23	23	29	486	343	10	118	71	81	32	27	4		
4	1	23	23	30	698	474	6	87	170	97	55	51	8		
4	1	23	23	31	653	509	12	115	147	109	50	65	11		
4	1	23	23	32	571	411	7	132	91	102	45	30	4		
4	1	23	23	33	745	537	7	153	117	152	45	45	18		
4	1	23	23	34	621	398	6	130	99	79	39	43	2		
4	1	23	23	35	809	575	10	147	166	116	75	54	7		
4	1	23	23	36	678	480	5	194	86	130	30	31	4		
4	1	23	23	37	633	422	13	215	41	108	20	21	4		
4	1	23	23	38	744	589	10	139	183	127	71	52	7		
4	1	23	23	39	745	514	12	206	92	140	31	25	8		
4	1	23	23	40	773	567	10	186	139	101	51	65	15		
4	1	23	23	41	712	515	14	229	65	104	48	45	10		
4	1	23	23	42	740	548	10	260	45	165	42	18	8		
4	1	23	23	43	310	216	14	133	29	27	6	5	2		
4	1	23	23	44	738	528	19	223	59	134	49	34	10		
4	1	23	23	45	774	507	16	218	56	132	31	37	17		
4	1	23	23	46	781	533	15	258	51	131	46	25	7		
4	1	23	23	47	818	561	13	246	78	118	38	58	10		
4	1	23	23	48	641	398	6	180	43	122	16	25	6		
4	1	23	23	49	622	396	11	195	26	136	10	9	9		
4	1	23	23	50	788	558	36	301	42	131	26	14	8		
4	1	23	23	51	735	564	11	179	119	141	59	41	14		
4	1	23	23	52	537	375	5	168	30	105	32	23	12		
4	1	23	23	53	606	401	9	204	24	127	16	10	11		
4	1	23	23	54	657	477	17	232	44	117	31	25	11		
4	1	23	23	55	599	458	9	152	90	107	45	46	9		
4	1	23	23	56	758	528	6	246	83	134	37	17	5		
4	1	23	23	57	395	303	6	106	67	86	20	13	5		
4	1	23	23	58	807	575	9	262	67	151	35	35	16		
4	1	23	23	59	768	555	12	278	39	159	30	27	10		
4	1	23	23	60	708	481	11	231	37	126	33	28	15		
4	1	23	23	61	777	583	16	215	110	142	54	35	11		
4	1	23	23	62	752	528	14	237	68	133	36	32	8		
4	1	23	23	63	762	485	24	183	74	145	29	22	8		
4	1	23	23	64	756	492	13	189	65	134	44	38	9		
4	1	23	23	65	750	534	10	187	104	165	22	42	4		
4	1	23	23	66	924	610	13	250	55	194	36	55	7		
4	1	23	23	67	785	595	12	340	54	99	41	36	13		
4	1	23	23	68	795	591	11	247	77	136	56	44	20		
4	1	23	23	69	692	465	7	194	70	130	29	18	17		
4	1	23	23	70	568	398	6	187	40	115	14	28	8		
4	1	23	23	71	619	472	15	216	34	118	52	25	12		
4	1	23	23	72	606	421	11	156	57	116	35	33	13		
4	1	23	23	73	612	415	18	228	26	113	13	9	8		
4	1	23	23	74	650	458	13	217	33	148	20	21	6		
4	1	23	23	75	645	428	9	192	31	148	20	17	11		
4	1	23	23	76	796	559	16	197	116	119	44	53	14		
4	1	23	23	77	779	595	20	156	181	114	58	54	12		
4	1	23	23	78	777	580	17	264	58	146	53	34	8		
4	1	23	23	79	748	555	6	148	160	111	65	58	7		
4	1	23	23	80	775	550	11	259	60	157	31	25	7		
4	1	23	23	81	805	618	15	265	53	148	57	66	14		
4	1	23	23	82	809	608	13	243	57	169	56	55	15		
4	1	23	23	83	808	505	9	224	38	174	31	21	8		
4	1	23	23	84	828	485	7	219	25	167	28	31	8		
4	1	23	23	85	809	560	10	287	38	157	27	27	14		
4	1	23	23	86	653	485	6	241	27	160	21	21	9		
4	1	23	23	87	721	513	9	217	67	132	38	41	9		
4	1	23	23	88	506	377	4	135	64	114	33	19	8		
4	1	23	23	89	797	536	17	235	26	179	30	39	10		
4	1	23	23	90	702	476	5	250	31	128	26	23	13		
4	1	23	23	91	576	365	1	120	46	93	49	54	2		
4	1	23	23	92	0	205	72	95	18	9	1	5	5		
4	1	23	23	93	0	55	4	17	24	8	1	0	1		
4	1	23	23	94	0	39	1	32	5	1	0	0	0		
