T	WV	WK	BZ	SPR	WBER  	 ABG.   	UNG.   	SPOE   	OEVP   	FPOE   	LIF    	GRUE   	KPOE   	Sonstige	Typ	Jahr
4	9	4	10	64	427	285	11	103	42	81	29	12	2	5		
4	9	4	10	65	399	219	10	71	42	72	6	14	3	1		
4	9	4	10	66	386	231	9	81	46	57	13	15	1	9		
4	9	4	10	67	641	431	15	150	64	95	51	41	2	13		
4	9	4	10	68	436	277	13	113	49	63	12	14	1	12		
4	9	4	10	69	344	206	10	51	50	54	11	20	2	8		
4	9	4	10	70	406	320	10	129	45	88	15	20	4	9		
4	9	4	10	71	366	200	8	81	23	61	6	12	1	8		
4	9	4	10	72	651	412	26	109	93	95	35	42	3	9		
4	9	4	10	73	470	299	17	105	57	72	13	26	1	8		
4	9	4	10	74	521	344	15	130	54	98	10	23	4	10		
4	9	4	10	75	620	451	23	180	72	130	17	21	3	5		
4	9	4	10	76	546	366	15	143	52	108	19	23	0	6		
4	9	4	10	77	596	374	13	149	69	93	14	29	2	5		
4	9	4	10	78	609	380	24	123	69	107	19	28	2	8		
4	9	4	10	79	431	313	19	81	61	82	27	29	3	11		
4	9	4	10	80	505	352	30	150	36	104	9	10	1	12		
4	9	4	10	81	457	290	18	141	21	83	8	10	3	6		
4	9	4	10	82	388	215	12	92	22	58	11	16	1	3		
4	9	4	10	83	360	226	2	124	10	62	13	13	0	2		
4	9	4	10	84	578	367	17	155	57	81	21	32	0	4		
4	9	4	10	85	521	353	16	143	69	82	18	21	1	3		
4	9	4	10	86	548	321	10	115	70	70	16	28	2	10		
4	9	4	10	87	370	241	9	97	30	63	13	27	1	1		
4	9	4	10	88	463	265	13	92	37	64	23	24	2	10		
4	9	4	10	89	517	298	24	96	29	101	14	26	1	7		
4	9	4	10	90	722	534	42	265	43	129	12	31	3	9		
4	9	4	10	91	528	372	18	145	46	106	30	20	3	4		
4	9	4	10	92	351	204	7	52	32	67	15	23	5	3		
4	9	4	10	93	262	168	4	42	51	47	6	16	0	2		
4	9	4	10	94	509	331	19	132	44	93	18	14	2	9		
4	9	4	10	95	664	428	18	207	48	100	16	25	3	11		
4	9	4	10	96	430	290	24	133	23	75	8	19	2	6		
4	9	4	10	97	450	292	25	111	36	85	9	19	2	5		
4	9	4	10	98	317	212	22	95	24	50	7	11	1	2		
4	9	4	10	99	376	228	18	73	49	51	9	24	2	2		
4	9	4	10	100	491	310	19	109	37	96	8	25	2	14		
4	9	4	10	101	492	294	13	129	30	80	12	16	2	12		
4	9	4	10	102	477	246	13	94	13	95	9	13	1	8		
4	9	4	10	103	353	272	15	109	38	69	12	16	6	7		
4	9	4	10	104	475	262	14	78	49	75	12	23	2	9		
4	9	4	10	105	517	329	15	136	35	81	26	28	1	7		
4	9	4	10	106	608	425	18	184	61	104	18	28	1	11		
4	9	4	10	107	580	375	16	96	86	109	22	43	2	1		
4	9	4	10	108	586	335	11	131	40	110	13	17	4	9		
4	9	4	10	109	451	320	12	112	69	68	23	24	6	6		
4	9	4	10	110	476	326	20	120	33	112	12	18	1	10		
4	9	4	10	111	674	486	27	208	45	139	22	33	1	11		
4	9	4	10	112	500	341	20	136	23	119	12	19	4	8		
4	9	4	10	113	282	161	10	70	19	50	1	6	0	5		
4	9	4	10	114	464	343	15	161	36	91	11	19	3	7		
4	9	4	10	115	566	389	15	136	67	88	31	37	7	8		
4	9	4	10	116	504	340	14	86	97	93	25	17	3	5		
4	9	4	10	117	486	319	11	124	63	77	17	12	4	11		
4	9	4	10	118	554	391	18	168	45	123	17	13	2	5		
4	9	4	10	119	534	373	22	190	49	70	16	19	1	6		
4	9	4	10	120	399	272	14	109	39	83	13	6	2	6		
4	9	4	10	121	609	384	15	115	72	105	21	47	0	9		
4	9	4	10	122	478	390	12	154	66	65	27	44	4	18		
4	9	4	10	123	326	170	8	56	26	47	13	14	0	6		
4	9	4	10	124	460	313	10	94	86	81	15	18	2	7		
4	9	4	10	125	416	250	17	109	28	75	4	13	1	3		
4	9	4	10	126	474	236	7	107	26	74	7	8	1	6		
4	9	4	10	127	551	342	14	136	51	83	19	30	5	4		
4	9	4	10	128	392	279	8	62	88	62	26	25	4	4		
4	9	4	10	129	374	227	13	105	23	55	9	10	3	9		
4	9	4	10	130	353	272	19	131	24	71	5	12	1	9		
4	9	4	10	131	357	228	12	108	20	69	9	2	1	7		
4	9	4	10	132	457	319	20	123	25	111	9	19	3	9		
4	9	4	10	133	348	243	13	93	54	58	8	13	2	2		
4	9	4	10	134	472	363	14	172	64	81	18	10	0	4		
4	9	4	10	135	375	286	8	135	19	94	10	13	3	4		
4	9	4	10	136	360	263	11	86	59	69	10	20	4	4		
4	9	4	10	137	313	170	6	64	29	49	5	11	1	5		
4	9	4	10	138	646	412	31	160	66	86	18	32	8	11		
4	9	4	10	139	636	470	21	183	70	122	22	34	2	16		
4	9	4	10	140	596	403	36	164	44	114	8	23	4	10		
4	9	4	10	141	661	433	18	157	59	120	28	30	5	16		
4	9	4	10	142	579	350	18	169	34	95	6	14	1	13		
4	9	4	10	143	670	430	19	161	63	140	21	17	5	4		
4	9	4	10	144	566	358	14	167	34	97	14	18	7	7		
4	9	4	10	145	352	193	13	82	12	65	8	5	3	5		
4	9	4	10	146	458	263	12	130	17	73	15	12	1	3		
4	9	4	10	147	464	243	8	111	18	80	8	12	0	6		
4	9	4	10	148	409	225	17	118	7	72	2	5	1	3		
4	9	4	10	149	312	167	11	75	8	52	7	8	1	5		
4	9	4	10	150	594	349	20	146	41	97	17	18	4	6		
4	9	4	10	151	436	284	10	68	83	72	18	25	3	5		
4	9	4	10	152	563	344	11	114	65	87	29	29	2	7		
4	9	4	10	153	530	358	18	159	33	107	12	19	4	6		
4	9	4	10	154	451	297	8	89	68	84	14	26	3	5		
4	9	4	10	155	580	415	14	139	72	136	24	15	1	14		
4	9	4	10	156	458	360	11	125	57	94	23	31	3	16		
4	9	4	10	157	532	402	21	148	68	108	24	28	1	4		
4	9	4	10	158	587	405	21	174	45	111	18	22	5	9		
4	9	4	10	159	456	315	11	125	46	78	17	32	0	6		
4	9	4	10	160	522	362	14	140	56	103	16	27	3	3		
4	9	4	10	161	239	178	7	50	46	54	6	11	0	4		
4	9	4	10	162	441	329	13	137	37	79	25	27	3	8		
4	9	4	10	163	501	396	16	185	45	104	14	27	0	5		
4	9	4	10	164	398	235	15	110	19	70	6	6	1	8		
4	9	4	10	165	449	260	8	117	20	88	17	4	2	4		
4	9	4	10	166	457	320	27	158	32	56	16	20	4	7		
4	9	4	10	167	550	440	16	214	60	81	31	27	7	4		
4	9	4	10	168	518	373	27	158	36	94	23	23	6	6		
4	9	4	10	169	635	495	22	167	84	114	35	53	13	7		
4	9	4	10	170	559	423	12	131	76	122	33	31	2	16		
4	9	4	10	171	594	371	22	175	31	105	9	16	1	12		
4	9	4	10	172	450	321	18	161	29	81	11	12	2	7		
4	9	4	10	173	432	313	9	166	23	75	9	21	5	5		
4	9	4	10	174	539	379	21	161	56	91	17	23	3	7		
4	9	4	10	175	457	330	23	148	27	85	15	26	2	4		
4	9	4	10	176	468	330	19	147	24	81	17	21	8	13		
4	9	4	10	177	354	290	11	133	36	71	8	19	1	11		
4	9	4	10	178	384	281	12	120	35	69	15	22	0	8		
4	9	4	10	179	417	289	19	123	32	68	15	21	5	6		
4	9	4	10	180	377	184	8	83	9	65	6	6	3	4		
4	9	4	10	181	497	263	17	128	14	74	8	11	4	7		
4	9	4	10	182	465	236	12	96	18	78	10	12	4	6		
4	9	4	10	183	530	300	16	113	29	89	16	23	2	12		
4	9	4	10	184	576	418	29	170	55	107	17	22	2	16		
4	9	4	10	185	749	531	10	174	65	185	33	37	3	24		
4	9	4	10	186	554	396	18	170	51	98	24	26	2	7		
4	9	4	10	187	491	354	35	172	32	68	17	20	1	9		
4	9	4	10	188	493	335	19	145	44	89	13	15	3	7		
4	9	4	10	189	453	279	11	108	44	81	12	19	2	2		
4	9	4	10	190	424	318	9	176	34	54	22	18	2	3		
4	9	4	10	191	364	274	15	109	31	76	14	22	2	5		
4	9	4	10	192	451	299	17	149	15	87	8	17	4	2		
4	9	4	10	193	414	287	23	123	30	69	14	16	2	10		
4	9	4	10	194	425	299	20	123	40	65	16	26	1	8		
4	9	4	10	195	356	279	11	130	29	67	13	20	2	7		
4	9	4	10	196	347	252	8	111	29	72	11	11	0	10		
4	9	4	10	197	606	416	15	183	35	141	13	16	2	11		
4	9	4	10	198	500	350	24	141	52	93	9	23	3	5		
4	9	4	10	199	587	408	15	195	50	101	16	22	1	8		
4	9	4	10	200	550	428	23	221	48	96	13	14	1	12		
4	9	4	10	201	576	396	27	173	41	107	20	16	4	8		
4	9	4	10	202	525	365	18	173	47	88	14	22	1	2		
4	9	4	10	203	521	357	17	154	42	103	10	22	3	6		
4	9	4	10	204	631	414	28	188	40	128	9	13	3	5		
4	9	4	10	205	554	368	11	161	48	93	7	25	6	17		
4	9	4	10	206	625	416	34	154	58	120	13	25	2	10		
4	9	4	10	207	577	374	24	180	34	95	10	21	2	8		
4	9	4	10	208	538	385	11	162	40	115	23	20	4	10		
4	9	4	10	209	498	330	17	152	27	104	12	11	4	3		
4	9	4	10	210	341	273	15	107	47	57	16	18	4	9		
4	9	4	10	211	458	318	17	109	38	99	15	25	3	12		
4	9	4	10	212	681	495	17	170	69	136	32	62	0	9		
4	9	4	10	213	824	610	16	170	167	161	34	51	1	10		
4	9	4	10	214	395	312	16	105	59	88	13	16	4	11		
4	9	4	10	215	357	325	21	62	129	64	20	17	3	9		
4	9	4	10	216	474	345	13	108	95	77	19	21	2	10		
4	9	4	10	217	591	424	13	120	124	103	30	32	0	2		
4	9	4	10	218	757	610	27	156	172	166	28	52	4	5		
4	9	4	10	219	388	329	8	118	58	77	26	33	3	6		
4	9	4	10	220	500	369	10	95	109	76	22	39	1	17		
4	9	4	10	221	207	158	9	61	23	32	9	20	2	2		
4	9	4	10	222	405	301	12	116	40	94	11	23	1	4		
4	9	4	10	223	356	234	15	92	27	65	15	17	0	3		
4	9	4	10	224	640	453	29	170	43	133	36	25	4	13		
4	9	4	10	225	400	288	3	119	38	76	16	22	1	13		
4	9	4	10	226	581	449	37	227	48	92	13	19	3	10		
4	9	4	10	227	583	356	12	139	37	109	24	23	3	9		
4	9	4	10	228	638	388	17	156	38	129	18	22	1	7		
4	9	4	10	229	571	337	13	140	33	117	11	15	1	7		
4	9	4	10	230	549	356	20	130	27	116	19	23	0	21		
4	9	4	10	231	670	456	19	142	69	119	49	48	2	8		
4	9	4	10	232	110	44	1	19	1	17	3	2	0	1		
4	9	4	10	233	308	235	12	72	32	61	26	28	1	3		
4	9	4	10	234	0	78	2	40	9	21	0	5	0	1		
4	9	4	10	235	0	87	6	47	7	17	1	5	2	2		
4	9	4	10	236	0	99	4	41	14	26	5	4	0	5		
4	9	4	10	237	0	57	5	12	34	6	0	0	0	0		
4	9	4	10	238	0	411	4	105	93	75	47	73	4	10		
4	9	4	10	239	0	249	4	67	48	49	14	52	3	12		
4	9	4	11	1	605	408	14	198	36	116	10	16	5	13		
4	9	4	11	2	804	471	30	213	41	148	16	14	2	7		
4	9	4	11	3	452	307	12	104	63	76	19	24	0	9		
4	9	4	11	4	676	490	38	277	34	92	22	18	1	8		
4	9	4	11	5	489	364	18	187	31	76	13	23	3	13		
4	9	4	11	6	443	382	16	216	20	59	26	33	3	9		
4	9	4	11	7	648	396	21	131	68	116	19	29	2	10		
4	9	4	11	8	369	216	15	57	50	58	9	21	3	3		
4	9	4	11	9	356	299	7	99	62	83	21	23	0	4		
4	9	4	11	10	516	324	20	115	50	98	13	18	0	10		
4	9	4	11	11	486	332	17	115	91	62	19	21	2	5		
4	9	4	11	12	756	530	20	231	33	186	21	17	4	18		
4	9	4	11	13	322	302	11	102	71	71	16	19	3	9		
4	9	4	11	14	305	227	5	83	33	75	12	13	0	6		
4	9	4	11	15	694	397	18	162	42	118	21	27	3	6		
4	9	4	11	16	423	287	9	122	24	100	11	18	0	3		
4	9	4	11	17	383	295	17	159	28	66	6	15	1	3		
4	9	4	11	18	371	246	10	129	17	67	10	8	2	3		
4	9	4	11	19	333	198	11	100	12	62	1	7	0	5		
4	9	4	11	20	445	288	22	143	22	88	5	4	2	2		
4	9	4	11	21	436	331	13	143	46	85	14	20	6	4		
4	9	4	11	22	558	397	27	162	61	94	16	24	2	11		
4	9	4	11	23	844	579	26	231	57	177	25	46	3	14		
4	9	4	11	24	433	319	21	128	22	107	14	17	1	9		
4	9	4	11	25	282	204	9	97	16	63	3	13	0	3		
4	9	4	11	26	430	299	7	126	51	76	16	13	6	4		
4	9	4	11	27	333	240	12	130	23	51	8	9	4	3		
4	9	4	11	28	477	349	22	162	33	100	8	14	1	9		
4	9	4	11	29	620	426	26	161	79	105	18	26	3	8		
4	9	4	11	30	491	371	22	198	34	70	12	19	2	14		
4	9	4	11	31	565	390	13	121	120	95	18	20	1	2		
4	9	4	11	32	475	338	10	105	97	85	14	16	1	10		
4	9	4	11	33	567	374	9	161	40	115	16	22	1	10		
4	9	4	11	34	595	394	14	121	94	93	33	25	1	13		
4	9	4	11	35	513	354	18	140	63	89	17	24	1	2		
4	9	4	11	36	528	376	21	130	119	70	19	14	0	3		
4	9	4	11	37	459	409	15	173	56	117	17	15	2	14		
4	9	4	11	38	510	364	18	139	52	74	32	41	0	8		
4	9	4	11	39	893	478	16	203	85	123	13	32	3	3		
4	9	4	11	40	602	435	25	139	79	138	26	14	4	10		
4	9	4	11	41	317	294	11	100	82	69	12	19	0	1		
4	9	4	11	42	527	376	13	101	106	102	20	32	0	2		
4	9	4	11	43	839	622	20	213	109	161	35	63	5	16		
4	9	4	11	44	481	390	18	183	57	94	12	17	2	7		
4	9	4	11	45	193	195	3	66	52	41	12	18	1	2		
4	9	4	11	46	547	339	12	132	60	81	23	22	1	8		
4	9	4	11	47	673	483	24	156	98	113	42	30	4	16		
4	9	4	11	48	592	424	20	180	64	91	35	23	3	8		
4	9	4	11	49	490	374	12	150	61	85	23	33	2	8		
4	9	4	11	50	398	286	6	64	85	80	19	26	3	3		
4	9	4	11	51	488	367	19	185	38	88	9	27	1	0		
4	9	4	11	52	71	270	11	151	34	54	2	10	1	7		
4	9	4	11	53	289	211	16	56	43	67	6	16	3	4		
4	9	4	11	54	612	443	35	199	46	122	8	19	0	14		
4	9	4	11	55	614	431	25	210	29	123	15	11	5	13		
4	9	4	11	56	627	446	21	204	42	139	11	16	0	13		
4	9	4	11	57	727	440	37	180	31	142	18	18	3	11		
4	9	4	11	58	430	295	19	122	11	119	7	10	2	5		
4	9	4	11	59	556	434	16	179	74	85	24	44	1	11		
4	9	4	11	60	713	490	34	254	34	137	5	13	4	9		
4	9	4	11	61	626	454	20	170	85	128	17	17	4	13		
4	9	4	11	62	436	291	13	149	14	97	3	10	1	4		
4	9	4	11	63	401	259	13	129	7	85	13	5	4	3		
4	9	4	11	64	498	339	16	139	49	93	18	16	4	4		
4	9	4	11	65	359	224	13	91	31	61	9	14	0	5		
4	9	4	11	66	434	265	21	110	39	75	8	8	0	4		
4	9	4	11	67	302	220	11	109	23	54	8	13	0	2		
4	9	4	11	68	555	382	16	157	61	96	20	19	7	6		
4	9	4	11	69	220	210	9	41	97	41	7	6	0	9		
4	9	4	11	70	623	431	19	124	120	111	24	23	2	8		
4	9	4	11	71	756	524	30	164	110	131	39	44	0	6		
4	9	4	11	72	879	536	36	263	42	154	14	17	0	10		
4	9	4	11	73	470	294	11	148	22	88	6	14	1	4		
4	9	4	11	74	317	261	10	109	44	46	14	28	3	7		
4	9	4	11	75	423	252	14	101	36	67	11	14	2	7		
4	9	4	11	76	308	236	10	107	33	54	9	12	4	7		
4	9	4	11	77	540	361	15	128	54	114	20	17	1	12		
4	9	4	11	78	577	340	21	150	18	103	17	19	4	8		
4	9	4	11	79	297	207	11	70	50	50	5	7	2	12		
4	9	4	11	80	737	498	31	208	58	149	16	18	6	12		
4	9	4	11	81	559	381	20	161	45	123	9	10	1	12		
4	9	4	11	82	591	365	25	129	44	130	10	21	1	5		
4	9	4	11	83	559	336	12	146	36	94	19	15	6	8		
4	9	4	11	84	707	474	20	187	49	165	22	20	0	11		
4	9	4	11	85	382	268	5	101	32	101	10	8	2	9		
4	9	4	11	86	438	283	10	103	44	86	19	10	0	11		
4	9	4	11	87	577	381	12	165	44	111	14	18	4	13		
4	9	4	11	88	675	469	23	167	64	141	31	28	2	13		
4	9	4	11	89	671	461	38	194	40	153	11	15	3	7		
4	9	4	11	90	414	260	10	127	22	77	9	7	2	6		
4	9	4	11	91	472	312	20	139	30	87	18	10	1	7		
4	9	4	11	92	460	313	12	132	25	110	16	13	1	4		
4	9	4	11	93	561	444	26	233	57	90	8	10	10	10		
4	9	4	11	94	464	318	15	116	37	108	10	14	3	15		
4	9	4	11	95	436	289	16	97	30	114	14	9	2	7		
4	9	4	11	96	476	354	18	150	40	108	18	14	1	5		
4	9	4	11	97	364	270	10	111	33	91	10	11	0	4		
4	9	4	11	98	721	479	21	198	49	155	18	24	2	12		
4	9	4	11	99	232	165	11	52	20	59	9	9	2	3		
4	9	4	12	1	852	521	19	152	108	142	33	48	1	18		
4	9	4	12	2	863	581	21	196	116	143	38	43	2	22		
4	9	4	12	3	657	338	15	134	53	95	14	22	2	3		
4	9	4	12	4	638	456	17	114	96	112	40	61	3	13		
4	9	4	12	5	508	384	10	115	63	106	27	51	10	2		
4	9	4	12	6	718	431	22	187	38	123	18	27	5	11		
4	9	4	12	7	886	527	26	209	85	127	28	38	2	12		
4	9	4	12	8	854	488	11	171	94	129	38	36	1	8		
4	9	4	12	9	752	612	21	141	177	112	66	81	5	9		
4	9	4	12	10	861	541	25	168	109	120	42	62	0	15		
4	9	4	12	11	613	461	13	152	82	94	41	65	4	10		
4	9	4	12	12	538	400	12	129	67	74	47	61	3	7		
4	9	4	12	13	552	296	8	138	21	89	7	28	1	4		
4	9	4	12	14	697	448	19	178	51	131	19	40	1	9		
4	9	4	12	15	766	461	21	191	57	113	18	34	4	23		
4	9	4	12	16	541	344	14	118	53	84	24	39	3	9		
4	9	4	12	17	542	344	23	100	101	71	13	28	2	6		
4	9	4	12	18	851	477	23	154	102	140	20	27	5	6		
4	9	4	12	19	874	601	31	244	88	144	31	43	6	14		
4	9	4	12	20	870	556	20	158	111	165	42	27	10	23		
4	9	4	12	21	770	515	28	216	54	144	24	39	1	9		
4	9	4	12	22	901	555	17	166	124	149	40	41	8	10		
4	9	4	12	23	810	574	28	236	95	118	38	43	2	14		
4	9	4	12	24	756	512	18	187	112	102	32	39	6	16		
4	9	4	12	25	776	484	18	153	102	136	35	33	2	5		
4	9	4	12	26	706	475	20	172	88	124	29	31	2	9		
4	9	4	12	27	743	496	22	175	78	146	23	40	3	9		
4	9	4	12	28	599	353	16	116	55	77	19	59	0	11		
4	9	4	12	29	814	533	29	120	129	138	32	65	2	18		
4	9	4	12	30	747	497	12	160	111	122	33	47	4	8		
4	9	4	12	31	717	535	18	172	123	137	35	34	2	14		
4	9	4	12	32	716	426	14	139	98	86	25	57	0	7		
4	9	4	12	33	829	793	27	281	174	174	45	73	1	18		
4	9	4	12	34	727	441	17	133	95	99	26	62	3	6		
4	9	4	12	35	807	575	14	153	140	132	44	76	6	10		
4	9	4	12	36	721	486	15	111	172	81	38	58	2	9		
4	9	4	12	37	617	494	24	129	128	100	38	67	1	7		
4	9	4	12	38	553	348	4	54	135	80	22	45	2	6		
4	9	4	12	39	804	520	17	129	101	136	35	88	1	13		
4	9	4	12	40	829	498	28	152	110	120	26	48	1	13		
4	9	4	12	41	831	513	23	206	68	153	21	35	2	5		
4	9	4	12	42	862	514	21	207	55	160	19	37	2	13		
4	9	4	12	43	770	475	30	203	59	140	18	18	3	4		
4	9	4	12	44	679	554	13	184	149	103	46	53	2	4		
4	9	4	12	45	598	420	23	173	51	117	21	23	5	7		
4	9	4	12	46	598	431	15	193	71	81	24	36	2	9		
4	9	4	12	47	759	533	21	151	126	143	31	51	2	8		
4	9	4	12	48	860	626	31	174	173	130	45	68	2	3		
4	9	4	12	49	928	665	24	165	215	151	44	48	5	13		
4	9	4	12	50	821	575	31	138	209	94	31	52	2	18		
4	9	4	12	51	811	571	25	142	137	124	56	68	2	17		
4	9	4	12	52	694	523	9	105	175	121	39	56	4	14		
4	9	4	12	53	651	425	21	120	111	100	29	29	3	12		
4	9	4	12	54	714	606	31	230	101	131	32	55	11	15		
4	9	4	12	55	722	555	19	234	73	114	34	69	1	11		
4	9	4	12	56	317	259	17	166	32	38	0	5	0	1		
4	9	4	12	57	556	403	17	147	76	78	38	40	0	7		
4	9	4	12	58	624	464	26	147	97	122	28	31	2	11		
4	9	4	12	59	637	498	17	163	105	103	28	64	1	17		
4	9	4	12	60	688	445	12	124	117	101	28	50	2	11		
4	9	4	12	61	851	670	22	256	131	120	52	69	3	17		
4	9	4	12	62	750	481	28	141	103	129	16	43	6	15		
4	9	4	12	63	454	316	18	134	28	89	13	22	4	8		
4	9	4	12	64	757	479	24	160	83	130	29	33	7	13		
4	9	4	12	65	720	423	18	169	54	131	17	21	5	8		
4	9	4	12	66	731	419	29	188	30	125	14	24	5	4		
4	9	4	12	67	738	508	27	227	48	141	14	24	11	16		
4	9	4	12	68	747	442	20	223	35	124	11	18	1	10		
4	9	4	12	69	816	462	28	205	28	142	16	29	5	9		
4	9	4	12	70	667	414	17	195	25	136	10	14	4	13		
4	9	4	12	71	610	381	18	182	33	110	10	16	2	10		
4	9	4	12	72	699	469	20	201	71	114	23	30	3	7		
4	9	4	12	73	807	594	36	233	75	173	26	34	4	13		
4	9	4	12	74	530	371	19	157	46	102	13	21	0	13		
4	9	4	12	75	555	356	15	165	36	96	16	21	1	6		
4	9	4	12	76	793	498	27	177	58	175	19	23	3	16		
4	9	4	12	77	865	563	29	228	58	168	18	31	8	23		
